Date,ID,username,tweet
2023-02-06 23:59:57+00:00,1622746954164760577,John_Ely_21m,"@mattcsnow ...and War Pigs is a great #bitcoin anthem tbh.  Just change the red flag in this video to orange

https://t.co/0HhhpJ7k34"
2023-02-06 23:59:47+00:00,1622746911395680256,PlaneSpotterMia,@cryptojack Yes! We Hope For The Best #Bitcoin
2023-02-06 23:59:36+00:00,1622746863131676674,ForMichByMich,This dip in the #Bitcoin market is a buying opportunity. History has shown that buying during dips leads to big gains in the long run. Don't miss out on the chance to add some crypto to your portfolio 💰🚀 #HODL #BuyTheDip
2023-02-06 23:59:33+00:00,1622746851673006080,TheOGCryptoDad,Did you buy your $trias dip? #crypto #trias #bitcoin #altcoin
2023-02-06 23:59:30+00:00,1622746838473355264,GreekHodler,@rajatsonifnance Hope you didn’t do the same mistake also with #Bitcoin!
2023-02-06 23:59:25+00:00,1622746819800502272,satsstackamoto,@THE_ROBBO_ @TwinTurboCe1ica @liarliar__1 @Anthony02274412 @OneMoreif @pappi_sanchez Ahh Yehp thought so. I’ve done the same but just #bitcoin 🤣
2023-02-06 23:59:24+00:00,1622746814222041094,KyleGreear,"There will be plenty of opportunity. 

Dca all you want. 

But, be ready for the bottom because It’s no where near in yet. 

#Crypto #Bitcoin $XRP $XPR"
2023-02-06 23:59:21+00:00,1622746801454616576,Rosie11110Rosie,"What if I told you the real #BITCOIN lightning network is named: #KASPA

$KAS aka the real #DigitalSilver sets out to compliment $BTC unlike the rest of the industry.

Currently clocking in @ 1 block per second ( Industry First ) with the target of @ 30 blocks per second in #2023 https://t.co/5HSliQd5kd"
2023-02-06 23:59:19+00:00,1622746795221606401,CBRobber,"@AndrewDeMoray @BernieSpofforth @Jigas3 @walnut4525 Correction: #Bitcoin is legal tender.

cRyPTo (the collective name for all the knock off digital currencies that are not #Bitcoin ) is a scam though and unlike #Bitcoin, is easy to ban.

#Bitcoin only, there is no second best."
2023-02-06 23:59:16+00:00,1622746780344680449,yokijag,"This zesty faucet from @_bitcoiner is making me tweet this to claim my free Lightning sats. ⚡

@boltcoiner unlock me b2a0adaf-a256-4f81-931a-a772cdb26f01

#Bitcoin #BTC #LN #LightningNetwork #boltcoiner
https://t.co/6AhviU2Wph"
2023-02-06 23:59:13+00:00,1622746768965517312,IAmBitcoinBot,Current #Bitcoin Price is $22762 #BTC #Crypto
2023-02-06 23:59:13+00:00,1622746768499945472,weeblueghost,"- 
BTC price: $22,750 / £19,010 

43.95 Naks per USD
52.6 Naks per GBP

A #Nak is a millionth of a #Bitcoin. 
A #Sat is one hundred millionth.  
If a Sat is a cent, a Nak is a dollar! 
#Bitcoinprice 

06/02/2023  23:59:11 GMT https://t.co/TifT9WVrCi"
2023-02-06 23:59:09+00:00,1622746752125132805,litecoin2142,"#stackingsats is stacking crumbs from the rich man's table (rich man bought #Bitcoin in 2012).
Keep making rich man richer!

For everyone else:
🇺🇸#Litecoin🚀 in 2023 is Bitcoin in 2012
Only 11,774,763 Litecoins left to mine 💎🙌🏻

$ADA $SHIB $DOT $DOGE $ETH $BNB $SOL $ETC $DASH"
