Date,ID,username,tweet
2023-02-01 23:59:48+00:00,1620934975737692161,NigBtcCommunity,"@LukeMikic21 @Bitwage The main reason here is that it has become practically impossible to buy #Bitcoin through the normal bank rate which is 460 naira per dollar 

The only option is through black market that sells up to 750 naira per dollar"
2023-02-01 23:59:42+00:00,1620934952870367233,lefteye1717,If you wanna be rich buy #bitcoin
2023-02-01 23:59:34+00:00,1620934919336890368,TheHEXiestMan,Excited to see the power of the T-Share in action! $HEX is revolutionizing the world of finance &amp; the T-Share is leading the way. Don't miss out on this opportunity to grow ur wealth! #HEX #TShare @RichardHeartWin Excited for the incoming Bull market! #Bitcoin $ETH $ATOM #crypto
2023-02-01 23:59:34+00:00,1620934918607081472,BitcoinCarl_,"I regularly remind my friends to buy #Bitcoin, because that’s what good friends do."
2023-02-01 23:59:32+00:00,1620934908083589121,McCoy_2106,"@LukeDashjr @Baltics_HODL Doesn’t seem like much of an attack to me, but #Bitcoin is agnostic to it. Each attack will just make it stronger. Antifragile."
2023-02-01 23:59:28+00:00,1620934890232647682,Woomwood,@MemeingBitcoin #Bitcoin    is Knowledge.
2023-02-01 23:59:22+00:00,1620934867629510656,Cryptoroid,"#Bitcoin #trading 
3rd retry🤫😜 https://t.co/rGo53B5peR"
2023-02-01 23:59:04+00:00,1620934790836019200,BNB_Tracker,"#BinanceCoin price update: $BNB

#BNB $317.17 USD

#Bitcoin 0.01337 BTC

#Ethereum 0.19318 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates"
2023-02-01 23:59:03+00:00,1620934788768206848,Shah_CC0,"$MAGIC Update:
MACD did a crossover on 4H timeframe we still have some room in the RSI.. this will do 2x - 3x easily

#binance #bitcoin #crypto #cryptocurrency #ethereum #btc #blockchain #trading #eth #coinbase #forex #cryptotrading #money #nft #cryptonews https://t.co/DjkGGgTLT6"
2023-02-01 23:59:00+00:00,1620934776696750080,bitcoincandle,"Candle of day 01/02/2023 closed.

Open: $ 23,136.10
High: $ 23,769.01
Low: $ 22,830.44
Close: $ 23,724.70

Change: +2.48%

#Bitcoin #Candle #BullMarket"
2023-02-01 23:58:59+00:00,1620934768904003584,ilanaariel,Play games ✅ Eat pizza ✅ Hang with plebs ✅ WIN A #BITCOIN 🤯
2023-02-01 23:58:56+00:00,1620934758392909827,cryptobits_org,"Britain Announces Plans for ‘Robust’ Crypto Rules, Launches Consultation – Regulation Bitcoin News https://t.co/UMhId9DzYB

#cryptonews #Bitcoin #Eth #Altcoins #Blockchain #cryptocurrencies #Crypto #Nfts #Nft #NFT News"
2023-02-01 23:58:54+00:00,1620934748750204928,weeblueghost,"- 
BTC price: $23,706 / £19,808 

42.18 Naks per USD
50.48 Naks per GBP

One #Bitcoin = one million #Naks. Simple as that!  
#Bitcoinprice #SatoshiNakamoto

01/02/2023  23:58:52 GMT https://t.co/TifT9WUTMK"
2023-02-01 23:58:44+00:00,1620934709092941825,Tara_Fawcett101,"@MEglowitz @rovercrc He obviously didn’t know what he way saying yesterday. He never knows what he’s saying, someone that says pump even when #Bitcoin was dipping bad, you shouldn’t expect much from him lol"
2023-02-01 23:58:42+00:00,1620934700910133248,ayucharlottee,"$VRA on @binance  soon ? but when 🤞😜😶‍🌫️

♾️https://t.co/XBnlBWl5R7

❤️‍🔥🔄  
#Binance #Bitcoin #VRA #Verasity #cryptocurrency #BTC https://t.co/snij0p6MDm"
2023-02-01 23:58:41+00:00,1620934695897944071,Lisamuller123,"Good night #crypto FAM 🌖

Tomorrow will be a great day for #bitcoin    🚀"
2023-02-01 23:58:37+00:00,1620934679959597057,B1TC01N_B01,"Even though some of these 30 - 70% premiums being offered are probably legit due to the circumstances, i am fully aware of the risks.

Most of these offers are probably Nigerian “Prince’s” just trying their luck. P2P fraud dispute waiting to happen. No thanks.

#Bitcoin"
2023-02-01 23:58:36+00:00,1620934672191733760,redplumptomato,"Makes you wonder.  If Crypto is so worthless as many believe , why steal it ?
#crypto #Bitcoin"
2023-02-01 23:58:27+00:00,1620934637987172353,annwillian23,"Good night #crypto FAM 🌖

Tomorrow will be a great day for #bitcoin    🚀 https://t.co/9B7yaj9JOp"
2023-02-01 23:58:24+00:00,1620934624049516545,web3cowboy,Transitions from bear to bull markets is opportunity to improve my skillset. Reminders and learning new signals/setups is great! These learning opportunities are priceless. 🤠💡 #crypto #bitcoin $eth
2023-02-01 23:58:21+00:00,1620934612963987456,Woomwood,@BitcoinMagazine #Bitcoin    is fixing the 🌎
2023-02-01 23:58:03+00:00,1620934537252581379,yay2347,"Have you heard of #Dxgm and #Oxro? If you haven't heard, you're missing out. Even in a bear market, a token #dxgm continues to work with a great team behind it. To use #oxro trading bot you need to get #Dxgm token..#oxro #bitcoin #dxgm #dexgame #btc #bigone #binance #coinbase"
2023-02-01 23:57:58+00:00,1620934516876480512,Migle_woperw,"@Swiftsquad55 @rovercrc Lol that I agree, after all, the only thing he says about #Bitcoin is pump, don’t let him fool you mate."
2023-02-01 23:57:56+00:00,1620934507917447169,cryptobits_org,"Bitcoin Surges After Fed Reveals 25 Basis Point Hike https://t.co/zJaA5Rb3T0

#cryptonews #Bitcoin #Eth #Altcoins #Blockchain #cryptocurrencies #Crypto #Nfts #Nft #NFT News"
2023-02-01 23:57:49+00:00,1620934476678275074,MemecoinKiller,"@ianwoolfprod @x87_HL @brian_armstrong @coinbase @CoinbaseSupport @iampaulgrewal @lucabonmassar @LawrenceZlatkin #Bitcoin  was invented so you don't have to trust a 3rd party to hold your money.  Sorry you showed up late to class.  Do your homework and try again next semester. 
Hopefully you understand why now! 

#fail"
2023-02-01 23:57:32+00:00,1620934406142849025,StonksMaven,@GoingParabolic The Baron of #Bitcoin Davey Pageviews @stoolpresidente
2023-02-01 23:57:32+00:00,1620934404401938435,TheNewsWizard,"#DeFi experts looking to make informed decisions: Natural Gas prices affected stock of #PowerProducers and sent #SpireShares up. With NFTs &amp; #Bitcoin on the rise and the Fed’s policy statement influencing yields, staying on top of the latest news is crucial! 🤑 #Blockchain"
2023-02-01 23:57:21+00:00,1620934357782335489,xoaalexandra,"@rovercrc #Bitcoin is recovering very well, spoke with @CryptoGuruTA who made an analysis that shows that in this recovery phase, we might likely get another low before finally begin the recovery which will lead to the bull market where #Bitcoin will attain a new ATH."
