Date,ID,username,tweet
2023-02-06 23:59:27+00:00,1622746826934714373,Gold__Money,https://t.co/9Iti5w8TU3 --- #gold #ebay live products feed https://t.co/qZTNaPmrGx
2023-02-06 23:57:51+00:00,1622746423518449664,BluHrvstDigital,"From TheAssayCom "" Challenger Receives ?Outstanding? Results from Drilling at Hualilan Gold Project "" published 7/2/2023 $CEL #Argentina #Drilling #Gold 
https://t.co/nkf2Ao9wAw"
2023-02-06 23:57:01+00:00,1622746215027986435,GreatBoulder,"Thanks to the @StockheadAU team for the @GreatBoulder mention in this article about emerging #ASX #gold &amp; #copper companies

#GBR has recently announced a 518k oz #gold MRE from the flagship #SideWell Project in #Meekatharra
https://t.co/fUQ5AThNvp"
2023-02-06 23:57:00+00:00,1622746209667383296,Gold_Retired,"How can I hold physical #gold in my IRA? What are some of the basic rules that I ought to know before opening the gold #IRA? Is investing through a gold IRA easy?
#GoldInvesting

Read post: https://t.co/5G2yDkpw85 https://t.co/59x2V2j63t"
2023-02-06 23:55:50+00:00,1622745915999105024,humbl3_patriot,"Has anyone else heard America is on the Gold Standard? 
Supposedly 48 states are repealing taxes.
I’m not positive as I’ve only heard this hence why I am asking if anyone else has learned if this. I’ll look it up shortly. 
#GOLD #Silver #truth #PreciousMetals"
2023-02-06 23:55:39+00:00,1622745873108070400,wojtekcrypto08,#Gold: Barrick Gold Corp (GOLD) closed today at: 18.35 https://t.co/odCG8H93Yf #MasterMetals https://t.co/hKNghtTaax
2023-02-06 23:55:39+00:00,1622745870696431616,pope_stock,"$PEGA $PEGA.v 

Love your audio clips Long Shot, keeps me on the edge of my seat! #uranium #basemetals #copper #gold #uranium"
2023-02-06 23:51:07+00:00,1622744728390488064,KitcoNewsNOW,Caledonia Mining increases M&amp;I resources by 52% at its Blanket gold mine in Zimbabwe https://t.co/e5LhNONYeT #gold #mining #Zimbabwe
2023-02-06 23:50:57+00:00,1622744689521889281,JDstarship,"@SpeakerMcCarthy   @gop 

WHEN  WILL  THE  VOTING  MACHINES....GET FIXED THE RIGHT WAY    HOW MANY LOSERS ARE IN WASHINGTON....THIS IS OBSCENE  AND NEGLIGENCE OF DUTY

#NFLPlayoffs #NFL #EAGLES #CHIEFS #FOOTBALL #GOLF #GOLD #RV #lasvegasstrip #ARMY #AIRFORCE #MARINES #DOJ #FBI"
2023-02-06 23:50:34+00:00,1622744593333911553,MM8_Medallion,"@MM8_Medallion will be presenting and exhibiting at the @VEvents_RIU Explorers Conference, 14-16 February 2023, in Fremantle, Western Australia

View the full program and register to attend the event 
👉🔗https://t.co/pdY7vBQJAl

$MM8 #Ravensthorpe #gold #ASX https://t.co/UPbgeoWFTT"
